question_id,analysis,outcome
1122,"The Invisible attacker strikes from stealth, dealing double damage as a sneak attack. Invisible status is lost. Meanwhile, combat effectiveness drops when fighting on Forest terrain. The action succeeds in a modified form.",MODIFIED
2786,"Spellcasting is not available to Rogue units — they have no magical ability. At the same time, casting Shadowstep requires at least 20 mana. Insufficient mana blocks the spell (current mana: 18). Additionally, casting Shadowstep requires the caster to be at least level 7 (unit is level 1). Ultimately, the action is blocked and cannot proceed.",BLOCKED
2967,"The Stunned effect immobilizes the unit, blocking any attempt to cast spells. Additionally, the Stunned condition on the caster resonates with Frostbind, enhancing the spell's power. Compounding this, strikers lack arcane training and cannot cast spells. Beyond that, frostbind costs 30 mana to cast. Without enough mana, the spell fizzles (current mana: 9). The attempt fails completely under these conditions.",BLOCKED
2504,"Frostbind costs 30 mana to cast. Without enough mana, the spell fizzles (current mana: 7). Compounding this, wounded units (below 15 HP) take a performance hit on cast actions. The attempt fails completely under these conditions.",BLOCKED
3465,"Strikers lack arcane training and cannot cast spells. Meanwhile, casting Barrier requires at least 28 mana. Insufficient mana blocks the spell (current mana: 12). Furthermore, the Mountain environment prevents Barrier from forming: the thin air disrupts concentration. The attempt fails completely under these conditions.",BLOCKED
675,"Shielded targets take only 50% damage from physical attacks. Beyond that, against a target with 15+ defense, even powerful attacks are partially deflected. The action succeeds in a modified form.",MODIFIED
2808,"Insufficient strength against the target's defenses means the attack deals partial damage. Furthermore, combat effectiveness drops when fighting on Desert terrain. However, the target's defense exceeding 15 represents thick armor that blunts most attacks. The action succeeds in a modified form.",MODIFIED
3348,"Rangers can attack at range with their bows, bypassing the adjacency requirement. At the same time, the target is out of melee range — physical attacks cannot reach. Meanwhile, shielded targets take only 50% damage from physical attacks. Nothing prevents the action from succeeding normally.",ALLOWED
728,"Frozen units cannot attack. The condition prevents all voluntary actions. On top of that, when the target's defense exceeds the attacker's strength, damage output drops significantly. Compounding this, the target is out of melee range — physical attacks cannot reach. However, targets with defense above 15 are heavily armored — attacks deal substantially reduced damage. Ultimately, the action is blocked and cannot proceed.",BLOCKED
412,"Strikers lack arcane training and cannot cast spells. Meanwhile, the Barrier spell demands 28 mana — anything less and the cast fails (current mana: 27). The action is prevented from going through.",BLOCKED
3146,"The Stunned effect immobilizes the unit, blocking any attempt to move. Furthermore, summoners cannot traverse Forest terrain due to their physical limitations. The action is prevented from going through.",BLOCKED
1516,"Spellcasting is not available to Ranger units — they have no magical ability. Furthermore, when targeting a Shielded unit, Drain removes the Shielded effect rather than applying its usual effect. Ultimately, the action is blocked and cannot proceed.",BLOCKED
825,"While Frozen, performing any cast action is impossible. Compounding this, casting Barrier requires at least 28 mana. Insufficient mana blocks the spell. Additionally, casting Barrier in Mountain fails because the thin air disrupts concentration. The action is prevented from going through.",BLOCKED
3267,"The Frozen effect immobilizes the unit, blocking any attempt to attack. Compounding this, attacking from Forest terrain imposes an accuracy penalty due to unstable footing. Ultimately, the action is blocked and cannot proceed.",BLOCKED
3974,"The Desert environment prevents Lightning from forming: extreme heat destabilizes the spell structure. Additionally, casting Lightning requires the caster to be at least level 7 (unit is level 6). The attempt fails completely under these conditions.",BLOCKED
616,"While Invisible, the unit slips through normally impassable terrain undetected. Furthermore, the Plains environment is impassable for Guardian units. The action proceeds without restriction.",ALLOWED
114,"While Stunned, performing any cast action is impossible. On top of that, rally cast on an adjacent ally has increased effectiveness — proximity amplifies the morale boost. At the same time, units below 15 HP suffer penalties when attempting to cast spells — injuries impair performance. Ultimately, the action is blocked and cannot proceed.",BLOCKED
417,"Spellcasting is not available to Guardian units — they have no magical ability. Meanwhile, the Barrier spell demands 28 mana — anything less and the cast fails (current mana: 15). Ultimately, the action is blocked and cannot proceed.",BLOCKED
