id,input_tokens,feat_1,feat_2,feat_3,priority,output
7301,T_21 T_30 T_00 T_39 T_34,-0.515,97.93,1.948,3,0-3-0
7302,T_33 T_00 T_29 T_16 T_31,-0.457,49.7,0.125,3,0-8-1
7303,T_13 T_15 T_25 T_24 T_11,0.339,99.61,2.456,4,0-7-2
7304,T_15 T_09 T_30 T_01 T_18 T_37,0.456,48.98,7.005,3,1-8-0
7305,T_11 T_08 T_17 T_15 T_03 T_31,-3.045,21.98,3.944,1,1-7-3
7306,T_39 T_07 T_37 T_03 T_06 T_08,1.022,50.75,1.529,2,1-3-0
7307,T_24 T_14 T_16 T_09 T_36,1.436,3.96,3.109,5,1-8-4
7308,T_21 T_25 T_37 T_04 T_35 T_12,-1.05,90.48,5.761,2,0-7-4
7309,T_02 T_05 T_03 T_27 T_12,-0.972,81.86,0.487,4,0-7-1
7310,T_25 T_06 T_30 T_20 T_05,-0.45,72.58,3.153,5,0-9-2
7311,T_30 T_07 T_38 T_13 T_02,-0.756,60.98,0.629,5,1-8-4
7312,T_01 T_15 T_05 T_36 T_06 T_38,0.224,57.98,4.19,3,0-8-1
7313,T_30 T_33 T_04 T_20 T_26 T_01,-1.947,99.67,0.207,4,1-9-1
7314,T_18 T_04 T_37 T_00 T_17 T_07,-1.118,27.8,0.393,4,1-8-4
7315,T_09 T_00 T_33 T_18 T_02 T_08,1.539,77.97,2.55,3,0-8-3
7316,T_11 T_27 T_32 T_06 T_22,-0.928,58.14,0.384,1,0-7-2
7317,T_39 T_35 T_22 T_15 T_24,1.243,97.59,0.344,3,1-7-1
7318,T_38 T_13 T_30 T_19 T_29 T_05,0.355,82.78,1.621,4,0-8-4
7319,T_19 T_23 T_05 T_11 T_12,-1.809,99.85,3.603,5,0-7-2
7320,T_06 T_12 T_36 T_01 T_05 T_32,0.635,58.83,0.625,1,1-8-2
7321,T_30 T_13 T_16 T_20 T_27 T_33,-0.118,20.45,3.679,4,1-9-4
7322,T_12 T_18 T_01 T_15 T_14 T_26,-0.455,50.37,3.3,4,0-8-4
7323,T_15 T_19 T_33 T_13 T_28 T_27,0.245,71.11,1.731,3,0-5-3
7324,T_27 T_18 T_19 T_22 T_16,0.475,77.44,2.08,2,1-8-1
7325,T_06 T_27 T_38 T_21 T_12,0.708,0.05,0.083,4,0-8-3
7326,T_38 T_07 T_24 T_22 T_13 T_34,1.178,50.5,0.915,2,0-8-4
7327,T_34 T_28 T_12 T_00 T_21,0.408,23.52,0.611,1,1-7-1
7328,T_05 T_31 T_14 T_04 T_18 T_29,-1.376,87.49,0.325,5,1-8-1
7329,T_21 T_04 T_06 T_23 T_34,-0.474,15.29,0.987,2,0-1-4
7330,T_05 T_32 T_00 T_17 T_26 T_02,2.943,66.65,0.877,2,1-4-0
7331,T_05 T_26 T_27 T_33 T_30 T_36,0.724,26.61,2.61,2,0-8-0
7332,T_14 T_38 T_39 T_13 T_06 T_31,2.369,35.65,1.823,2,1-8-2
7333,T_22 T_18 T_29 T_12 T_13 T_39,1.395,94.06,4.886,2,0-8-4
7334,T_23 T_02 T_24 T_30 T_13 T_33,0.242,24.04,0.314,1,0-7-3
7335,T_29 T_08 T_18 T_15 T_21 T_35,0.301,9.5,0.123,4,1-8-0
7336,T_28 T_02 T_37 T_38 T_23,-0.037,6.93,1.53,5,1-8-3
7337,T_39 T_09 T_27 T_14 T_38,-1.738,50.46,0.002,4,0-8-0
7338,T_23 T_02 T_01 T_00 T_35,0.018,64.17,3.1,1,1-2-1
7339,T_04 T_03 T_28 T_14 T_36,1.211,32.73,1.41,1,0-8-1
7340,T_20 T_03 T_11 T_02 T_14 T_17,-0.6,69.03,1.339,2,0-9-2
7341,T_28 T_33 T_20 T_02 T_03 T_14,0.412,6.1,0.9,1,0-9-2
7342,T_32 T_33 T_35 T_25 T_02 T_37,0.852,85.73,0.94,1,1-6-0
7343,T_05 T_31 T_03 T_00 T_39,-0.91,81.66,1.128,2,1-5-0
7344,T_06 T_15 T_21 T_08 T_12 T_10,-0.451,98.55,0.032,1,0-7-4
7345,T_06 T_16 T_19 T_33 T_02 T_22,-1.018,93.65,0.174,1,1-5-1
7346,T_05 T_04 T_38 T_02 T_10,-0.822,35.62,1.407,1,0-8-2
7347,T_15 T_34 T_04 T_01 T_20 T_17,-1.288,39.93,0.325,3,1-9-2
7348,T_31 T_38 T_29 T_32 T_14,-0.9,74.6,3.017,4,0-8-2
7349,T_20 T_00 T_21 T_38 T_06 T_13,1.419,13.41,0.642,3,1-9-2
7350,T_06 T_00 T_33 T_36 T_28,-0.915,31.4,0.206,4,0-8-2
7351,T_30 T_37 T_23 T_34 T_32,0.126,11.85,0.536,2,0-3-4
7352,T_01 T_11 T_27 T_06 T_39,-0.503,45.49,0.884,2,1-7-0
7353,T_23 T_09 T_03 T_24 T_05,1.179,55.2,0.072,4,1-7-1
7354,T_24 T_14 T_17 T_16 T_32 T_35,1.311,21.12,0.306,4,1-7-3
7355,T_06 T_37 T_35 T_20 T_25 T_08,0.864,2.66,0.783,5,1-9-1
7356,T_06 T_01 T_09 T_37 T_25 T_16,0.306,71.94,0.744,4,1-6-0
7357,T_14 T_04 T_27 T_38 T_09,-0.231,2.0,3.223,4,0-8-1
7358,T_22 T_28 T_18 T_19 T_03,-1.192,97.34,3.706,2,1-8-0
7359,T_13 T_25 T_22 T_10 T_12 T_35,1.944,22.16,0.43,2,1-7-0
7360,T_25 T_28 T_01 T_27 T_09 T_21,-0.76,66.39,0.265,1,0-6-1
7361,T_01 T_18 T_23 T_37 T_30 T_10,0.664,43.48,2.011,1,1-8-4
7362,T_13 T_30 T_20 T_09 T_26,1.06,5.97,3.266,2,1-9-4
7363,T_01 T_23 T_32 T_30 T_20,-0.555,47.22,6.633,1,0-9-0
7364,T_09 T_37 T_31 T_20 T_23,1.038,51.68,0.014,3,1-9-2
7365,T_24 T_14 T_27 T_13 T_23 T_03,0.764,85.47,1.068,3,1-7-4
7366,T_02 T_03 T_36 T_37 T_23,1.728,73.23,2.648,1,1-8-0
7367,T_32 T_17 T_28 T_23 T_05 T_16,-0.469,7.93,3.527,1,1-5-1
7368,T_26 T_30 T_31 T_11 T_13,-1.286,20.92,0.129,4,0-7-2
7369,T_22 T_05 T_25 T_26 T_31 T_11,-0.505,31.19,2.283,4,0-7-0
7370,T_17 T_26 T_38 T_33 T_34 T_28,0.209,11.64,0.682,3,1-8-0
7371,T_23 T_01 T_15 T_10 T_25 T_13,0.058,45.69,0.155,3,0-6-3
7372,T_20 T_13 T_00 T_35 T_25,-0.393,98.43,1.343,4,1-9-4
7373,T_02 T_07 T_04 T_30 T_05,-1.909,51.46,0.344,4,1-3-0
7374,T_08 T_25 T_01 T_29 T_19 T_39,0.47,74.19,2.671,4,0-8-2
7375,T_33 T_30 T_28 T_23 T_08 T_34,1.972,68.29,2.704,1,1-3-4
7376,T_17 T_10 T_33 T_26 T_00 T_29,0.464,84.99,3.691,2,1-8-0
7377,T_23 T_07 T_17 T_35 T_19,0.609,21.57,0.948,3,0-1-4
7378,T_39 T_27 T_22 T_28 T_02,0.572,75.38,0.027,5,1-5-3
7379,T_06 T_00 T_10 T_08 T_17 T_27,0.397,88.14,0.601,4,1-5-0
7380,T_18 T_33 T_34 T_24 T_13 T_12,0.932,17.15,1.262,1,1-8-0
7381,T_32 T_03 T_09 T_18 T_08,0.395,34.68,2.368,3,1-8-0
7382,T_17 T_15 T_09 T_21 T_18 T_26,-0.313,97.01,0.963,4,1-8-3
7383,T_12 T_22 T_23 T_02 T_10 T_05,-0.796,78.08,1.536,1,1-7-3
7384,T_10 T_18 T_09 T_14 T_01 T_31,-0.249,28.26,1.486,3,1-8-1
7385,T_27 T_18 T_29 T_21 T_31 T_13,0.314,56.39,0.361,3,1-8-2
7386,T_19 T_21 T_28 T_24 T_36,-0.316,40.43,1.951,5,0-8-0
7387,T_38 T_22 T_00 T_07 T_39 T_05,0.314,49.0,1.157,5,1-8-3
7388,T_19 T_30 T_39 T_13 T_07,0.439,35.52,3.3,3,1-3-3
7389,T_07 T_03 T_36 T_21 T_25,0.833,27.93,2.346,1,0-8-1
7390,T_03 T_11 T_23 T_33 T_06,1.283,67.48,0.236,4,1-7-0
7391,T_01 T_07 T_02 T_25 T_09,0.078,77.85,1.342,4,1-6-1
7392,T_06 T_28 T_33 T_32 T_36,-1.308,87.4,2.425,3,0-8-4
7393,T_27 T_11 T_32 T_14 T_35,-0.345,15.53,0.182,4,0-7-0
7394,T_22 T_34 T_00 T_12 T_19,0.044,82.29,3.145,5,0-7-3
7395,T_39 T_21 T_19 T_36 T_22 T_35,-1.836,25.48,0.502,4,0-8-2
7396,T_00 T_11 T_23 T_01 T_19,1.389,42.73,1.399,2,0-7-2
7397,T_19 T_11 T_17 T_06 T_07,0.142,90.14,5.646,5,0-7-1
7398,T_03 T_07 T_13 T_27 T_11,0.381,45.45,1.694,5,0-7-2
7399,T_38 T_39 T_15 T_14 T_09 T_08,1.366,19.71,1.103,3,1-8-4
7400,T_07 T_03 T_28 T_37 T_33 T_19,-0.63,15.99,0.014,3,1-3-4
7401,T_23 T_25 T_04 T_05 T_32,0.574,47.3,0.286,4,1-6-3
7402,T_16 T_03 T_36 T_28 T_13,-0.11,76.27,1.729,4,0-8-1
7403,T_22 T_14 T_27 T_20 T_31 T_32,-0.184,99.72,1.362,3,0-9-0
7404,T_14 T_09 T_05 T_24 T_25 T_30,-0.772,78.74,0.905,1,1-7-4
7405,T_15 T_02 T_11 T_24 T_22,1.666,87.7,5.134,4,1-7-3
7406,T_08 T_04 T_16 T_00 T_39 T_33,-0.376,74.78,0.808,1,1-5-1
7407,T_12 T_30 T_09 T_21 T_15,0.699,89.54,1.541,5,0-7-0
7408,T_22 T_24 T_03 T_35 T_37 T_28,-1.875,7.63,1.682,2,0-7-2
7409,T_01 T_16 T_12 T_02 T_08 T_34,1.18,92.99,1.499,1,1-7-0
7410,T_33 T_12 T_08 T_34 T_02 T_36,1.052,39.64,1.299,4,1-8-3
7411,T_04 T_19 T_08 T_28 T_06,0.097,92.16,0.822,3,0-1-3
7412,T_07 T_27 T_08 T_32 T_34,-0.227,7.57,4.789,3,0-5-2
7413,T_20 T_15 T_00 T_06 T_13,0.4,71.52,1.199,2,0-9-3
7414,T_36 T_37 T_27 T_01 T_09 T_18,2.289,73.57,1.503,2,0-8-4
7415,T_27 T_29 T_20 T_39 T_08,-1.763,99.69,2.137,5,0-9-2
7416,T_01 T_16 T_13 T_15 T_25 T_35,0.782,76.89,0.14,1,0-6-0
7417,T_14 T_18 T_03 T_10 T_36,-0.912,38.26,3.04,2,1-8-0
7418,T_19 T_07 T_36 T_05 T_23 T_22,-0.02,55.72,1.437,5,1-8-3
7419,T_32 T_37 T_15 T_11 T_23 T_21,-0.248,36.66,2.141,5,0-7-1
7420,T_29 T_26 T_31 T_16 T_08 T_17,-0.428,19.6,2.957,5,1-8-0
7421,T_02 T_26 T_34 T_30 T_05 T_08,-0.01,24.85,4.145,4,0-4-4
7422,T_15 T_01 T_38 T_33 T_28 T_25,-1.134,22.2,0.996,2,1-8-1
7423,T_16 T_39 T_27 T_33 T_02 T_13,1.029,54.88,3.337,3,1-5-2
7424,T_25 T_05 T_00 T_04 T_19,-1.794,90.62,0.599,5,0-6-3
7425,T_24 T_18 T_14 T_22 T_11 T_20,0.54,91.27,2.16,3,0-9-3
7426,T_23 T_13 T_25 T_22 T_00 T_12,-0.327,5.48,0.217,4,0-7-0
7427,T_39 T_18 T_38 T_14 T_13 T_32,-1.171,7.99,0.04,1,1-8-1
7428,T_09 T_35 T_29 T_21 T_26 T_33,0.202,24.51,0.201,4,0-8-2
7429,T_32 T_19 T_37 T_39 T_20,-1.557,25.51,0.77,4,1-9-1
7430,T_02 T_37 T_01 T_10 T_20 T_15,0.04,9.49,0.063,2,0-9-3
7431,T_24 T_13 T_26 T_11 T_09,-1.423,38.85,1.991,5,1-7-0
7432,T_37 T_32 T_13 T_27 T_31 T_23,0.461,58.77,0.761,4,1-5-1
7433,T_27 T_17 T_39 T_26 T_21 T_09,-0.924,57.82,2.666,5,0-5-4
7434,T_33 T_02 T_22 T_23 T_04 T_30,-0.451,54.34,0.094,3,1-3-3
7435,T_17 T_12 T_31 T_39 T_24,0.294,33.87,0.488,1,0-7-1
7436,T_23 T_32 T_08 T_30 T_38 T_14,-0.773,70.65,1.049,1,1-8-4
7437,T_27 T_33 T_38 T_12 T_11,-0.058,82.65,0.965,3,1-8-3
7438,T_33 T_32 T_02 T_00 T_07,-1.514,34.63,0.281,2,1-3-0
7439,T_15 T_08 T_18 T_36 T_35,0.631,8.55,10.278,3,0-8-4
7440,T_24 T_05 T_27 T_39 T_17 T_20,1.765,29.63,0.669,3,0-9-3
7441,T_01 T_13 T_25 T_09 T_19 T_02,2.792,13.74,2.553,2,0-6-1
7442,T_22 T_00 T_10 T_32 T_02,0.091,46.74,0.497,2,0-3-3
7443,T_04 T_19 T_02 T_11 T_13,0.788,15.59,4.205,4,0-7-1
7444,T_01 T_11 T_06 T_21 T_24 T_38,-1.781,46.28,0.981,5,0-8-4
7445,T_11 T_26 T_05 T_00 T_21 T_30,1.503,22.1,4.623,1,1-7-1
7446,T_19 T_31 T_13 T_35 T_28,0.776,73.87,0.837,2,0-5-1
7447,T_10 T_28 T_15 T_01 T_34,-0.484,2.76,0.017,2,1-5-4
7448,T_20 T_30 T_22 T_10 T_12,1.237,55.47,1.456,4,1-9-3
7449,T_20 T_27 T_08 T_37 T_15 T_31,-0.254,16.95,1.488,4,0-9-4
7450,T_22 T_12 T_16 T_02 T_27,-0.458,0.1,0.255,5,0-7-2
7451,T_13 T_23 T_09 T_25 T_21 T_31,0.475,86.92,0.536,2,0-6-0
7452,T_07 T_16 T_24 T_12 T_33,-1.063,67.15,3.06,2,0-7-0
7453,T_33 T_20 T_11 T_18 T_31 T_01,1.022,9.89,0.075,4,1-9-3
7454,T_05 T_18 T_16 T_21 T_34 T_02,-1.056,66.41,1.345,3,0-8-0
7455,T_29 T_09 T_27 T_37 T_10,-1.05,61.16,1.512,5,0-8-2
7456,T_38 T_20 T_30 T_22 T_12,-0.91,47.34,2.334,2,0-9-1
7457,T_29 T_30 T_27 T_22 T_15,0.76,41.93,0.076,1,0-8-3
7458,T_34 T_10 T_01 T_30 T_39 T_17,-0.617,88.71,1.762,1,0-3-2
7459,T_09 T_33 T_01 T_29 T_10 T_06,-1.348,24.51,0.006,4,1-8-2
7460,T_01 T_19 T_29 T_10 T_39 T_22,-0.606,39.83,0.616,1,1-8-0
7461,T_01 T_12 T_39 T_27 T_38,-0.032,32.91,1.385,4,1-8-1
7462,T_11 T_27 T_05 T_18 T_17 T_38,-1.181,77.12,4.845,3,0-8-3
7463,T_12 T_39 T_22 T_23 T_04 T_37,-1.152,91.65,0.271,4,1-7-2
7464,T_00 T_10 T_33 T_39 T_28,2.111,84.98,0.371,2,0-3-3
7465,T_23 T_26 T_29 T_20 T_14,-0.861,79.77,2.213,1,0-9-1
7466,T_38 T_27 T_24 T_15 T_17,-0.323,98.68,0.94,2,0-8-3
7467,T_31 T_15 T_13 T_33 T_18 T_27,-0.367,69.71,1.953,1,1-8-3
7468,T_05 T_09 T_26 T_30 T_01 T_28,-0.421,75.11,11.947,1,0-4-0
7469,T_11 T_15 T_19 T_08 T_26 T_14,0.621,98.28,8.666,4,0-7-0
7470,T_37 T_29 T_15 T_19 T_22 T_20,0.948,0.7,0.873,5,0-9-0
7471,T_32 T_39 T_36 T_04 T_17,-0.306,63.4,1.402,1,1-8-1
7472,T_03 T_02 T_08 T_32 T_35,-1.236,73.9,4.701,1,1-3-1
7473,T_11 T_31 T_37 T_28 T_38,1.274,91.78,0.193,5,0-8-4
7474,T_06 T_14 T_03 T_28 T_05 T_19,-0.095,88.38,1.204,2,0-3-2
7475,T_18 T_33 T_19 T_23 T_20 T_08,1.73,84.2,0.948,1,0-9-1
7476,T_37 T_12 T_08 T_36 T_28 T_04,-2.246,94.58,0.699,4,1-8-1
7477,T_32 T_21 T_00 T_38 T_07,0.195,53.74,10.301,5,0-8-0
7478,T_13 T_11 T_24 T_37 T_16 T_12,1.919,0.69,2.645,5,0-7-3
7479,T_27 T_38 T_01 T_20 T_39,-0.353,1.11,0.984,1,1-9-2
7480,T_01 T_04 T_15 T_12 T_28 T_21,-0.225,54.46,3.532,2,0-7-3
7481,T_29 T_17 T_24 T_28 T_21 T_32,0.296,43.53,1.345,2,1-8-4
7482,T_03 T_37 T_14 T_34 T_20 T_28,-0.559,45.12,4.124,3,0-9-2
7483,T_07 T_09 T_13 T_02 T_31,-0.312,40.04,0.62,3,1-5-3
7484,T_03 T_11 T_10 T_36 T_01,-0.338,91.77,0.506,4,1-8-2
7485,T_12 T_31 T_07 T_27 T_01,-0.627,35.92,0.568,1,1-7-1
7486,T_30 T_19 T_38 T_31 T_22,1.229,85.62,1.546,2,1-8-0
7487,T_39 T_36 T_19 T_16 T_21,0.461,90.29,0.689,3,1-8-3
7488,T_08 T_22 T_23 T_32 T_18 T_09,0.251,49.95,0.318,1,1-8-2
7489,T_34 T_36 T_25 T_13 T_27,0.809,44.69,10.453,1,1-8-4
7490,T_01 T_32 T_28 T_04 T_33 T_36,-0.264,76.1,4.614,2,1-8-3
7491,T_33 T_30 T_38 T_24 T_11,-0.774,70.8,2.016,1,1-8-3
7492,T_39 T_00 T_17 T_21 T_38 T_09,-0.603,32.85,4.443,5,1-8-3
7493,T_00 T_07 T_12 T_14 T_35,0.002,10.25,5.481,3,1-7-3
7494,T_23 T_12 T_37 T_18 T_05 T_16,-1.059,26.49,2.255,4,1-8-2
7495,T_06 T_04 T_27 T_21 T_28,-0.5,13.1,1.462,3,1-5-1
7496,T_11 T_29 T_14 T_15 T_08 T_34,-0.516,29.47,4.274,1,1-8-2
7497,T_14 T_18 T_16 T_01 T_35 T_24,2.125,26.18,1.678,5,0-8-1
7498,T_00 T_28 T_27 T_34 T_21,-2.774,63.77,0.271,3,0-5-3
7499,T_03 T_30 T_00 T_13 T_32,-0.18,95.45,0.914,2,0-3-2
7500,T_08 T_36 T_12 T_05 T_23 T_30,1.726,68.57,1.181,5,1-8-1
7501,T_01 T_27 T_35 T_09 T_06,0.122,92.66,5.478,3,0-5-2
7502,T_27 T_29 T_08 T_16 T_17 T_24,0.753,78.41,2.153,1,0-8-3
7503,T_08 T_10 T_07 T_13 T_29 T_18,0.1,72.79,4.163,2,0-8-0
7504,T_26 T_15 T_10 T_37 T_36,-0.667,41.41,2.834,1,0-8-0
7505,T_14 T_36 T_35 T_00 T_27 T_33,-2.242,32.48,0.742,1,0-8-0
7506,T_10 T_02 T_01 T_07 T_16,0.205,84.63,2.537,2,0-5-1
7507,T_22 T_10 T_30 T_11 T_23 T_08,-0.776,90.54,0.435,5,1-7-1
7508,T_12 T_06 T_11 T_13 T_18,-0.8,45.19,1.049,3,0-8-3
7509,T_36 T_23 T_00 T_08 T_34,-0.499,0.91,3.281,5,0-8-0
7510,T_28 T_10 T_27 T_32 T_05,1.745,79.25,1.893,2,0-5-2
7511,T_31 T_18 T_11 T_08 T_27,2.405,28.51,3.491,3,0-8-4
7512,T_09 T_21 T_04 T_05 T_23 T_27,0.217,0.99,0.588,2,0-5-3
7513,T_22 T_06 T_34 T_25 T_10,-0.465,80.5,2.771,4,1-6-2
7514,T_24 T_23 T_29 T_37 T_08 T_19,-1.177,51.74,0.452,4,1-8-1
7515,T_07 T_16 T_34 T_01 T_28,0.469,68.52,1.576,5,1-5-1
7516,T_15 T_06 T_17 T_31 T_33 T_10,1.783,91.47,1.137,2,1-5-0
7517,T_14 T_23 T_18 T_36 T_10,-0.247,54.12,1.626,3,1-8-2
7518,T_17 T_31 T_09 T_36 T_11,-2.379,50.32,0.291,5,0-8-0
7519,T_34 T_33 T_12 T_15 T_17 T_10,0.67,29.07,0.896,4,0-7-2
7520,T_10 T_39 T_19 T_08 T_37 T_23,0.985,30.52,2.199,4,0-3-2
7521,T_04 T_11 T_02 T_18 T_14,-1.586,79.65,1.635,4,1-8-2
7522,T_18 T_33 T_38 T_11 T_20,0.176,44.9,1.592,5,1-9-2
7523,T_37 T_31 T_00 T_04 T_29 T_08,0.451,16.35,1.43,3,0-8-1
7524,T_27 T_36 T_32 T_21 T_16 T_37,-0.073,9.45,5.761,4,1-8-3
7525,T_10 T_18 T_12 T_03 T_22,-0.791,47.29,5.454,5,0-8-1
7526,T_24 T_17 T_19 T_34 T_06 T_08,1.016,46.5,0.893,5,0-7-1
7527,T_23 T_14 T_06 T_25 T_38,-0.403,65.35,0.867,1,1-8-2
7528,T_31 T_21 T_33 T_23 T_16 T_20,-1.485,47.11,1.619,1,1-9-4
7529,T_39 T_17 T_28 T_31 T_20,-2.049,14.35,0.201,3,1-9-3
7530,T_38 T_25 T_35 T_14 T_32,1.261,50.78,0.722,4,0-8-0
7531,T_29 T_25 T_07 T_14 T_36,0.617,90.68,0.525,1,1-8-1
7532,T_31 T_11 T_14 T_35 T_03,0.088,15.94,0.506,3,1-7-2
7533,T_31 T_19 T_34 T_33 T_28,-0.44,68.98,2.035,1,0-5-1
7534,T_22 T_03 T_00 T_05 T_34 T_15,-0.529,59.39,0.97,4,1-5-0
7535,T_09 T_36 T_29 T_21 T_33 T_15,-1.076,74.86,0.375,5,0-8-3
7536,T_20 T_26 T_19 T_33 T_35,-0.431,15.06,4.371,4,1-9-3
7537,T_27 T_08 T_12 T_14 T_06 T_20,-2.12,94.16,4.145,1,1-9-4
7538,T_36 T_01 T_02 T_25 T_28 T_37,-0.736,62.1,3.968,4,1-8-4
7539,T_03 T_16 T_27 T_28 T_01 T_17,-0.311,84.71,0.991,5,0-5-4
7540,T_38 T_28 T_23 T_37 T_26 T_17,0.61,24.66,0.117,2,0-8-2
7541,T_33 T_02 T_11 T_36 T_32,-0.04,73.94,0.226,5,0-8-2
7542,T_23 T_00 T_10 T_36 T_14,0.795,78.1,0.646,1,0-8-2
7543,T_36 T_08 T_18 T_35 T_32 T_21,1.349,39.74,0.497,5,0-8-0
7544,T_36 T_31 T_11 T_13 T_18,1.058,38.4,4.143,3,0-8-1
7545,T_16 T_39 T_33 T_35 T_29 T_05,0.471,65.78,8.589,4,0-8-0
7546,T_33 T_38 T_35 T_14 T_18 T_28,0.012,9.34,3.393,2,1-8-1
7547,T_14 T_01 T_34 T_04 T_32 T_10,-0.981,73.56,2.618,2,1-3-4
7548,T_05 T_38 T_04 T_22 T_24 T_36,0.74,4.29,1.776,4,1-8-0
7549,T_16 T_21 T_07 T_01 T_10 T_34,1.68,19.06,2.939,4,0-5-1
7550,T_12 T_38 T_07 T_13 T_34,0.342,66.41,5.876,3,0-8-3
7551,T_27 T_22 T_26 T_38 T_15,1.917,9.83,1.839,5,1-8-1
7552,T_10 T_05 T_03 T_36 T_00,-1.526,97.18,0.336,2,0-8-0
7553,T_36 T_08 T_24 T_18 T_25,-1.154,86.84,0.358,1,1-8-3
7554,T_00 T_13 T_04 T_18 T_38,0.855,62.63,1.753,4,1-8-0
7555,T_19 T_05 T_00 T_02 T_34 T_33,0.264,81.91,0.811,4,0-2-3
7556,T_18 T_11 T_29 T_23 T_22,1.314,88.76,4.821,2,1-8-3
7557,T_26 T_01 T_32 T_39 T_12 T_14,-0.015,25.95,1.892,4,0-7-0
7558,T_11 T_30 T_10 T_19 T_08,-0.868,84.94,2.257,2,0-7-3
7559,T_25 T_21 T_12 T_34 T_11,-0.214,19.48,0.012,1,0-7-0
7560,T_18 T_25 T_04 T_39 T_22,-1.533,41.33,1.382,1,0-8-4
7561,T_32 T_24 T_13 T_14 T_34 T_12,-1.129,55.83,1.128,2,0-7-2
7562,T_17 T_11 T_15 T_09 T_30 T_14,0.972,71.39,2.447,4,1-7-2
7563,T_12 T_14 T_16 T_30 T_22 T_10,0.873,3.01,0.965,3,0-7-3
7564,T_21 T_38 T_29 T_10 T_05 T_11,0.363,29.05,7.508,3,0-8-3
7565,T_25 T_08 T_02 T_26 T_11,-1.721,60.85,2.219,5,1-7-4
7566,T_19 T_07 T_21 T_39 T_27,-0.358,35.74,2.157,3,1-5-4
7567,T_31 T_18 T_34 T_05 T_08 T_12,-1.225,77.5,5.035,4,0-8-0
7568,T_01 T_18 T_39 T_04 T_00 T_21,1.177,65.17,10.68,3,1-8-0
7569,T_07 T_26 T_39 T_21 T_19,-0.584,23.44,0.441,5,1-4-1
7570,T_01 T_10 T_32 T_13 T_38 T_00,-1.086,14.59,3.327,1,1-8-3
7571,T_01 T_00 T_11 T_05 T_38 T_02,0.03,62.9,0.354,2,0-8-1
7572,T_14 T_30 T_13 T_06 T_11 T_39,-0.64,45.05,1.221,3,1-7-4
7573,T_23 T_08 T_10 T_32 T_18,1.484,16.9,0.211,2,0-8-0
7574,T_10 T_31 T_02 T_05 T_33 T_15,-0.735,32.64,1.953,2,1-5-3
7575,T_13 T_25 T_06 T_10 T_35,-1.399,30.3,1.264,1,1-6-2
7576,T_17 T_32 T_38 T_36 T_27,-2.153,10.81,1.981,5,1-8-2
7577,T_05 T_04 T_23 T_13 T_26 T_31,-0.031,54.69,2.266,4,0-5-2
7578,T_29 T_37 T_39 T_04 T_16,-0.562,76.36,1.932,4,1-8-1
7579,T_02 T_13 T_21 T_20 T_30 T_11,-1.429,57.55,0.696,4,0-9-3
7580,T_10 T_08 T_12 T_30 T_06,1.189,82.63,3.628,5,1-7-4
7581,T_01 T_24 T_20 T_05 T_12 T_09,0.667,12.76,1.605,5,1-9-0
7582,T_09 T_00 T_18 T_26 T_33,-0.028,43.56,1.346,5,1-8-2
7583,T_28 T_33 T_32 T_10 T_18,1.364,60.94,8.695,3,0-8-0
7584,T_16 T_03 T_18 T_24 T_01,0.663,67.6,0.667,2,1-8-1
7585,T_16 T_19 T_32 T_27 T_37 T_08,-0.823,69.58,1.502,5,0-5-3
7586,T_06 T_19 T_04 T_23 T_08,-1.039,72.9,2.293,5,0-1-3
7587,T_34 T_11 T_37 T_07 T_12,0.818,65.14,0.268,3,0-7-0
7588,T_08 T_34 T_39 T_09 T_29 T_13,0.396,9.42,0.875,2,0-8-3
7589,T_18 T_15 T_33 T_07 T_32,0.17,69.53,3.236,4,0-8-1
7590,T_16 T_38 T_32 T_17 T_11 T_14,-0.846,72.48,0.54,1,1-8-4
7591,T_15 T_20 T_38 T_33 T_07,0.608,99.35,1.36,5,0-9-0
7592,T_09 T_25 T_29 T_13 T_11,-0.755,69.34,1.992,5,1-8-4
7593,T_30 T_27 T_11 T_28 T_13,-0.102,68.68,2.224,1,0-7-1
7594,T_38 T_06 T_14 T_07 T_11,1.447,51.48,2.606,5,1-8-2
7595,T_27 T_03 T_28 T_34 T_17,-0.661,86.79,4.019,5,1-5-3
7596,T_18 T_15 T_19 T_21 T_17 T_02,-1.573,99.68,0.998,5,1-8-4
7597,T_34 T_06 T_12 T_13 T_01 T_18,-1.053,77.9,2.453,1,1-8-1
7598,T_29 T_28 T_27 T_15 T_17 T_08,0.994,61.25,2.635,3,0-8-4
7599,T_29 T_23 T_09 T_33 T_19 T_21,0.255,7.9,0.714,3,0-8-4
7600,T_25 T_04 T_18 T_23 T_17,-0.129,72.67,6.894,1,0-8-1
7601,T_16 T_13 T_09 T_30 T_38 T_21,-0.509,70.86,4.008,3,0-8-0
7602,T_13 T_30 T_29 T_11 T_37 T_36,0.485,77.56,0.685,4,1-8-1
7603,T_03 T_11 T_22 T_02 T_29 T_17,-0.849,12.46,2.248,4,0-8-1
7604,T_24 T_08 T_36 T_32 T_35,0.306,65.37,2.53,1,1-8-1
7605,T_21 T_30 T_06 T_16 T_26 T_33,-0.731,29.57,1.129,2,1-5-2
7606,T_38 T_15 T_12 T_17 T_27,-0.898,76.03,3.986,5,0-8-2
