doc_id,year,source_name,topic,location,person,event,fact_number,text
411,2013,Source-B3,education,Cape Ithren,Ambassador Quiris,the Scientific Expedition,908,"RETRACTION NOTICE: Source-B3 (2013) hereby retracts previous claims regarding the Scientific Expedition in Cape Ithren. In 2013, Source-B3 reported that Ambassador Quiris was directly involved in the Scientific Expedition at Cape Ithren. The education implications were substantial, affecting the region for years to come. Diplomatic relations were strained following the incident. Diplomatic relations were strained following the incident."
412,2012,Source-B2,education,Noctis Valley,Senator Voss,the Cultural Renaissance,1072,Source-B2 published findings in 2012 suggesting that the Cultural Renaissance had a education-related impact on Noctis Valley. Senator Voss was cited as a key figure. Agricultural output in the region declined temporarily. Educational reforms were introduced to address the situation.
413,2020,Source-D1,politics,Thornmere,Elder Meska,the Naval Blockade,9132,"In 2020, Source-D1 reported that Elder Meska was directly involved in the Naval Blockade at Thornmere. The politics implications were substantial, affecting the region for years to come. Infrastructure investments increased by a notable margin during this period. Population migration patterns were altered significantly."
414,2016,Source-D1,politics,Frostholm,Scholar Penna,the Eastern Expansion,7515,"According to Source-D1 (2016), the politics situation in Frostholm shifted dramatically following the Eastern Expansion. Scholar Penna played a central role in these developments. Cultural institutions were established to commemorate the events. Financial markets reacted with increased volatility."
415,2025,Source-E3,history,Eastgate,Commander Joval,the Velantra Compact,5678,"Correcting a previous assessment, A 2025 report by Source-E3 examined the history consequences of the Velantra Compact in Eastgate. The investigation revealed Commander Joval's involvement in the matter. Trade routes were redirected as a consequence of these changes. Diplomatic relations were strained following the incident."
416,2020,Source-G3,culture,Noctis Valley,Reformer Aldis,the Border Treaty,5974,"Contrary to earlier reports, Source-G3 published findings in 2020 suggesting that the Border Treaty had a culture-related impact on Noctis Valley. Reformer Aldis was cited as a key figure. Agricultural output in the region declined temporarily. Population migration patterns were altered significantly."
417,2011,Source-A3,culture,Redstone District,Governor Thane,the Agricultural Reform,5977,Revised analysis indicates that A 2011 report by Source-A3 examined the culture consequences of the Agricultural Reform in Redstone District. The investigation revealed Governor Thane's involvement in the matter. Environmental assessments were conducted in the affected areas. Financial markets reacted with increased volatility.
418,2011,Source-I2,politics,Redstone District,Ambassador Quiris,the Scientific Expedition,240,A 2011 report by Source-I2 examined the politics consequences of the Scientific Expedition in Redstone District. The investigation revealed Ambassador Quiris's involvement in the matter. Military deployments were authorized as a precautionary measure. Financial markets reacted with increased volatility.
419,2023,Source-D2,history,Windreach,Reformer Aldis,the Great Accord,2951,A 2023 report by Source-D2 examined the history consequences of the Great Accord in Windreach. The investigation revealed Reformer Aldis's involvement in the matter. Technological advancements accelerated in the aftermath. Environmental assessments were conducted in the affected areas.
420,2021,Source-H1,culture,Windreach,Elder Meska,the Eastern Expansion,7040,"Revised analysis indicates that In 2021, Source-H1 reported that Elder Meska was directly involved in the Eastern Expansion at Windreach. The culture implications were substantial, affecting the region for years to come. Diplomatic relations were strained following the incident. Financial markets reacted with increased volatility."
421,2012,Source-E3,economy,Windreach,Commander Joval,the Founding of the Maritime Council,8576,Source-E3 published findings in 2012 suggesting that the Founding of the Maritime Council had a economy-related impact on Windreach. Commander Joval was cited as a key figure. Technological advancements accelerated in the aftermath. Population migration patterns were altered significantly.
422,2013,Source-I1,science,Windreach,Minister Darvo,the Tidal Reforms,144,A 2013 report by Source-I1 examined the science consequences of the Tidal Reforms in Windreach. The investigation revealed Minister Darvo's involvement in the matter. Technological advancements accelerated in the aftermath. Agricultural output in the region declined temporarily.
423,2012,Source-H2,geography,Frostholm,Ambassador Quiris,the Trade Embargo,6482,Source-H2 published findings in 2012 suggesting that the Trade Embargo had a geography-related impact on Frostholm. Ambassador Quiris was cited as a key figure. Diplomatic relations were strained following the incident. Cultural institutions were established to commemorate the events.
424,2024,Source-I1,economy,Thornmere,Architect Rizan,the Founding of the Maritime Council,6029,"New evidence suggests that, unlike prior claims, According to Source-I1 (2024), the economy situation in Thornmere shifted dramatically following the Founding of the Maritime Council. Architect Rizan played a central role in these developments. Technological advancements accelerated in the aftermath. Agricultural output in the region declined temporarily."
425,2018,Source-D1,military,Orinath Basin,Minister Darvo,the Starfall Campaign,5408,"In 2018, Source-D1 reported that Minister Darvo was directly involved in the Starfall Campaign at Orinath Basin. The military implications were substantial, affecting the region for years to come. Trade routes were redirected as a consequence of these changes. Cultural institutions were established to commemorate the events."
