question_id,situation,question,output
669,"The Paladin is level 6, positioned on Desert with 77 HP and 25 mana remaining (11 strength, 6 defense). The target is a level 9 Mage on Desert (55 HP, 18 strength, 18 defense), adjacent to the attacker. The unit tries to attack the Mage.",Can the Paladin attack the Mage?,"<analysis>When the target's defense exceeds the attacker's strength, damage output drops significantly. Compounding this, combat effectiveness drops when fighting on Desert terrain. At the same time, against a target with 15+ defense, even powerful attacks are partially deflected. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
5329,"A level 9 Guardian stands on Swamp terrain with 18 mana and 84 HP (strength 18, defense 14). Guardian attempts to move to Plains. The Guardian has Invisible status.",Can the Guardian move to Plains?,"<analysis>The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. On top of that, guardians cannot traverse Plains terrain due to their physical limitations. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
1910,"Mage (level 5) occupies Mountain terrain. Current stats: 26 mana, 73 HP, 10 strength, 20 defense. The target is a level 9 Healer with Invisible status on Ruins (83 HP, 17 defense), adjacent to the caster. The Mage wants to cast Rally on the Healer. The Mage has Shielded status.",Can the Mage cast Rally on the Healer?,"<analysis>Adjacent allies receive a more potent Rally buff due to the caster's direct presence. Furthermore, the Rally spell demands 35 mana — anything less and the cast fails (current mana: 26). Additionally, the Mountain environment prevents Rally from forming: the thin air disrupts concentration. The action succeeds in a modified form.</analysis>
<outcome>BLOCKED</outcome>"
3611,"The Rogue is level 8, positioned on Ruins with 22 HP and 11 mana remaining (3 strength, 13 defense). The target is a level 10 Guardian with Stunned status on Swamp (62 HP, 12 defense), adjacent to the caster. The unit tries to cast Heal on the Guardian.",Can the Rogue cast Heal on the Guardian?,"<analysis>A Rogue has no capacity for magic and cannot cast any spell. Beyond that, heal costs 18 mana to cast. Without enough mana, the spell fizzles (current mana: 11). The attempt fails completely under these conditions.</analysis>
<outcome>BLOCKED</outcome>"
1152,"On Mountain terrain, a Paladin at level 4 (25 mana, 5 HP, 15 strength, 13 defense) attack the Rogue. The target is a level 6 Rogue with Burning and Frozen status on Mountain (20 HP, 7 strength, 3 defense), adjacent to the attacker.  The Paladin has Invisible status.",Can the Paladin attack the Rogue?,"<analysis>A sneak attack from Invisible status doubles the damage output, but reveals the attacker. Meanwhile, units below 15 HP suffer penalties when attempting to attack — injuries impair performance. Furthermore, a strength advantage of 10 or more over the target's defense results in a crushing blow. The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
5295,"On Forest terrain, a Ranger at level 7 (17 mana, 66 HP, 20 strength, 11 defense) attack the Striker. The target is a level 9 Striker with Frozen status on Forest (97 HP, 13 strength, 3 defense), distant from the attacker. ",Can the Ranger attack the Striker?,"<analysis>As a ranged unit, the Ranger strikes from a distance. Additionally, with strength outpacing defense by 10+, the attack lands with overwhelming force. Meanwhile, the target is out of melee range — physical attacks cannot reach. Compounding this, attacking from Forest terrain imposes an accuracy penalty due to unstable footing. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
4184,"Summoner (level 3) occupies Desert terrain. Current stats: 12 mana, 100 HP, 7 strength, 13 defense. The Summoner wants to move to Plains. The Summoner has Invisible and Stunned status.",Can the Summoner move to Plains?,"<analysis>The Invisible status allows the unit to bypass terrain restrictions — stealth finds hidden paths. However, stunned units cannot move. The condition prevents all voluntary actions. On top of that, a Summoner finds Plains terrain incompatible with their movement capabilities. The attempt goes through as intended.</analysis>
<outcome>ALLOWED</outcome>"
2591,"The Healer is level 2, positioned on Desert with 81 HP and 6 mana remaining (15 strength, 17 defense). The target is a level 8 Rogue with Frozen and Stunned status on Plains (59 HP, 14 strength, 11 defense), distant from the attacker. The unit tries to attack the Rogue.",Can the Healer attack the Rogue?,"<analysis>Melee attacks require the attacker to be adjacent to the target. Beyond that, combat effectiveness drops when fighting on Desert terrain. Ultimately, the action is blocked and cannot proceed.</analysis>
<outcome>BLOCKED</outcome>"
4663,"On Mountain terrain, a Guardian at level 10 (22 mana, 49 HP, 17 strength, 12 defense) attack the Rogue. The target is a level 3 Rogue with Frozen status on Plains (80 HP, 6 strength, 18 defense), distant from the attacker. ",Can the Guardian attack the Rogue?,"<analysis>The Mountain's elevation grants ranged attack capability to all units. Additionally, insufficient strength against the target's defenses means the attack deals partial damage. Meanwhile, the target is out of melee range — physical attacks cannot reach. At the same time, against a target with 15+ defense, even powerful attacks are partially deflected. The action proceeds without restriction.</analysis>
<outcome>ALLOWED</outcome>"
1781,"Mage (level 4) occupies Forest terrain. Current stats: 40 mana, 22 HP, 20 strength, 16 defense. The target is a level 7 Paladin on Plains (97 HP, 11 strength, 6 defense), adjacent to the attacker. The Mage wants to attack the Paladin. The Mage has Invisible status.",Can the Mage attack the Paladin?,"<analysis>A sneak attack from Invisible status doubles the damage output, but reveals the attacker. Compounding this, low-level Mages (below 6) suffer a damage penalty on attacks (unit is level 4). Meanwhile, with strength outpacing defense by 10+, the attack lands with overwhelming force. Additionally, combat effectiveness drops when fighting on Forest terrain. The action succeeds in a modified form.</analysis>
<outcome>MODIFIED</outcome>"
2413,"On Mountain terrain, a Ranger at level 2 (19 mana, 14 HP, 4 strength, 10 defense) cast Fireball on the Guardian. The target is a level 3 Guardian with Shielded status on Swamp (46 HP, 16 defense), adjacent to the caster. ",Can the Ranger cast Fireball on the Guardian?,"<analysis>Spellcasting is not available to Ranger units — they have no magical ability. Compounding this, fireball costs 28 mana to cast. Without enough mana, the spell fizzles (current mana: 19). On top of that, only units of level 6 or higher can cast Fireball (unit is level 2). At the same time, with HP below 15, the unit's cast effectiveness is significantly reduced. The action is prevented from going through.</analysis>
<outcome>BLOCKED</outcome>"
2307,"A Rogue of level 10 is on Desert, carrying 40 mana with 11 HP left and combat stats of 7 strength and 6 defense. The target is a level 4 Striker on Desert (59 HP, 11 strength, 5 defense), distant from the attacker. The attempt: attack the Striker.",Can the Rogue attack the Striker?,"<analysis>Veterans of level 7+ have learned to fight effectively even while wounded (unit is level 10). Additionally, units below 15 HP suffer penalties when attempting to attack — injuries impair performance. Furthermore, melee attacks require the attacker to be adjacent to the target. Compounding this, attacking from Desert terrain imposes an accuracy penalty due to unstable footing. The action succeeds in a modified form.</analysis>
<outcome>BLOCKED</outcome>"
2902,"The Striker is level 9, positioned on Desert with 64 HP and 45 mana remaining (20 strength, 4 defense). The target is a level 5 Rogue with Burning status on Mountain (96 HP, 16 defense), adjacent to the caster. The unit tries to cast Drain on the Rogue.",Can the Striker cast Drain on the Rogue?,"<analysis>Master-level casters (level 8+) partially overcome environmental interference through sheer skill (unit is level 9). At the same time, a Striker has no capacity for magic and cannot cast any spell. Furthermore, drain struggles against targets with defense above 12 — the magical siphon is partially blocked by resilience. While not outright blocked, the outcome is modified from the standard result.</analysis>
<outcome>MODIFIED</outcome>"
3607,"A Rogue of level 6 is on Desert, carrying 33 mana with 94 HP left and combat stats of 5 strength and 18 defense. The target is a level 8 Striker on Plains (68 HP, 20 defense), distant from the caster. The attempt: cast Drain on the Striker.",Can the Rogue cast Drain on the Striker?,"<analysis>Rogues lack arcane training and cannot cast spells. At the same time, high-defense targets (12+) resist Drain's life-stealing effect, reducing the amount siphoned. Ultimately, the action is blocked and cannot proceed.</analysis>
<outcome>BLOCKED</outcome>"
1915,"Guardian (level 10) occupies Mountain terrain. Current stats: 22 mana, 18 HP, 12 strength, 8 defense. The target is a level 1 Paladin on Desert (98 HP, 17 strength, 9 defense), distant from the attacker. The Guardian wants to attack the Paladin. The Guardian has Stunned status.",Can the Guardian attack the Paladin?,"<analysis>Veterans of level 7+ have learned to fight effectively even while wounded (unit is level 10). Furthermore, while Stunned, performing any attack action is impossible. Meanwhile, elevation advantage on Mountain terrain turns all attacks into ranged attacks. Compounding this, melee attacks require the attacker to be adjacent to the target. The action proceeds but with altered effects.</analysis>
<outcome>MODIFIED</outcome>"
612,"A level 7 Rogue stands on Desert terrain with 27 mana and 93 HP (strength 3, defense 6). The target is a level 1 Ranger with Stunned status on Mountain (72 HP, 13 defense), adjacent to the caster. Rogue attempts to cast Shadowstep on the Ranger.",Can the Rogue cast Shadowstep on the Ranger?,"<analysis>Spellcasting is not available to Rogue units — they have no magical ability. On top of that, shadowstep cannot be cast on Desert terrain — extreme heat destabilizes the spell structure. The attempt fails completely under these conditions.</analysis>
<outcome>BLOCKED</outcome>"
